x_gal_kpc,y_gal_kpc,z_gal_kpc,R_kpc,feh,componente,x_hel_kpc,y_hel_kpc,z_hel_kpc,d_hel_kpc,l_deg,b_deg
0.38908,0.80712,-1.00821,0.89601,0.49554,0,8.58908,0.80712,-1.02901,8.68807,5.36836,-6.80202
1.61038,2.91309,0.89989,3.32858,0.41989,0,9.81038,2.91309,0.87909,10.27144,16.53825,4.90973
-1.38279,2.94594,0.24046,3.25433,0.34282,0,6.81721,2.94594,0.21966,7.42975,23.37078,1.69421
1.59951,-5.23140,0.91527,5.47046,0.25105,0,9.79951,-5.23140,0.89447,11.14441,331.90480,4.60362
-0.36856,-1.86202,-0.47281,1.89814,0.18612,0,7.83144,-1.86202,-0.49361,8.06488,346.62559,-3.50901
-1.38240,1.23510,1.38328,1.85378,0.29137,0,6.81760,1.23510,1.36248,7.06126,10.26854,11.12509
-1.07164,1.24064,-0.06190,1.63939,0.22057,0,7.12836,1.24064,-0.08270,7.23599,9.87299,-0.65487
0.00591,1.17843,0.71900,1.17844,0.36204,0,8.20591,1.17843,0.69820,8.31944,8.17220,4.81412
0.21022,0.29884,-0.03407,0.36537,0.38695,0,8.41022,0.29884,-0.05487,8.41571,2.03500,-0.37355
1.19462,1.98694,0.18197,2.31841,0.35403,0,9.39462,1.98694,0.16117,9.60379,11.94194,0.96159
6.09499,0.60672,0.21923,6.12511,0.12127,0,14.29499,0.60672,0.19843,14.30923,2.43036,0.79458
-0.75252,-3.75783,-0.10401,3.83244,0.29874,0,7.44748,-3.75783,-0.12481,8.34277,333.22549,-0.85721
-0.67985,2.02151,-2.06308,2.13277,0.35485,0,7.52015,2.02151,-2.08388,8.06113,15.04616,-14.98167
0.77468,1.22155,0.06057,1.44649,0.38991,0,8.97468,1.22155,0.03977,9.05752,7.75094,0.25155
1.42939,0.26099,0.06452,1.45303,0.32709,0,9.62939,0.26099,0.04372,9.63303,1.55256,0.26006
0.28596,0.19256,-0.20400,0.34475,0.37561,0,8.48596,0.19256,-0.22480,8.49112,1.29993,-1.51705
0.42428,2.30564,0.05930,2.34435,0.36388,0,8.62428,2.30564,0.03850,8.92725,14.96758,0.24712
2.61427,-0.04442,1.40464,2.61464,0.31240,0,10.81427,-0.04442,1.38384,10.90254,359.76465,7.29213
-0.91642,4.30953,-1.00011,4.40589,0.18947,0,7.28358,4.30953,-1.02091,8.52437,30.61184,-6.87844
0.23312,0.67727,-1.64278,0.71626,0.50805,0,8.43312,0.67727,-1.66358,8.62228,4.59158,-11.12438
0.52862,0.17082,0.15048,0.55553,0.45721,0,8.72862,0.17082,0.12968,8.73125,1.12113,0.85103
-0.03804,0.24813,0.65170,0.25103,0.43415,0,8.16196,0.24813,0.63090,8.19007,1.74131,4.41800
-0.23204,0.68489,0.05198,0.72313,0.52474,0,7.96796,0.68489,0.03118,7.99740,4.91283,0.22339
0.92228,0.47179,0.01371,1.03595,0.33348,0,9.12228,0.47179,-0.00709,9.13447,2.96060,-0.04446
0.87881,-5.43289,-1.40819,5.50351,0.15208,0,9.07881,-5.43289,-1.42899,10.67628,329.10309,-7.69198
-0.23867,0.20970,2.35757,0.31771,0.45723,0,7.96133,0.20970,2.33677,8.29983,1.50880,16.35239
-2.27852,2.29100,-0.03569,3.23115,0.33876,0,5.92148,2.29100,-0.05649,6.34947,21.15125,-0.50972
-1.43559,0.17675,0.57938,1.44643,0.40175,0,6.76441,0.17675,0.55858,6.78974,1.49679,4.71896
-0.00535,-0.18568,-0.69618,0.18576,0.40616,1,8.19465,-0.18568,-0.71698,8.22805,358.70196,-4.99899
1.28925,-0.24258,0.04385,1.31187,0.32448,0,9.48925,-0.24258,0.02305,9.49237,358.53561,0.13912
-0.40903,0.25670,0.19895,0.48291,0.33364,0,7.79097,0.25670,0.17815,7.79723,1.88713,1.30923
0.12060,0.60412,-0.26450,0.61604,0.52845,0,8.32060,0.60412,-0.28530,8.34738,4.15266,-1.95869
1.51165,4.70341,-0.11811,4.94036,0.12074,0,9.71165,4.70341,-0.13891,10.79155,25.84119,-0.73755
0.17081,-0.34110,-0.24957,0.38148,0.49230,1,8.37081,-0.34110,-0.27037,8.38212,357.66656,-1.84842
4.64997,-1.74759,0.51440,4.96753,0.25115,0,12.84997,-1.74759,0.49360,12.97766,352.25531,2.17973
-0.05860,-5.45850,-0.54104,5.45881,0.09964,0,8.14140,-5.45850,-0.56184,9.81800,326.15965,-3.28055
0.07761,0.19285,0.26341,0.20788,0.37141,0,8.27761,0.19285,0.24261,8.28341,1.33461,1.67834
-2.08831,1.29542,-0.35484,2.45747,0.34499,0,6.11169,1.29542,-0.37564,6.25875,11.96721,-3.44084
-4.91339,-3.97914,0.01850,6.32257,0.00787,0,3.28661,-3.97914,-0.00230,5.16095,309.55536,-0.02558
1.47272,0.44889,0.50698,1.53961,0.42488,0,9.67272,0.44889,0.48618,9.69532,2.65708,2.87433
-0.09520,-0.31686,-0.35805,0.33085,0.44754,0,8.10480,-0.31686,-0.37885,8.11984,357.76114,-2.67426
1.67795,-3.85350,-0.11071,4.20298,0.25259,0,9.87795,-3.85350,-0.13151,10.60380,338.68866,-0.71058
0.77381,-0.89003,0.38843,1.17938,0.43533,0,8.97381,-0.89003,0.36763,9.02533,354.33589,2.33446
1.73141,2.08635,2.10110,2.71121,0.33787,0,9.93141,2.08635,2.08030,10.35922,11.86394,11.58471
-5.47238,-0.19783,-0.14873,5.47596,0.11477,0,2.72762,-0.19783,-0.16953,2.74003,355.85168,-3.54722
0.06025,-0.19325,-0.54959,0.20242,0.40007,0,8.26025,-0.19325,-0.57039,8.28217,358.65982,-3.94903
-0.06614,-0.47276,-1.10954,0.47737,0.55171,0,8.13386,-0.47276,-1.13034,8.22562,356.67354,-7.89842
3.92079,-1.45203,-1.50188,4.18103,0.07069,0,12.12079,-1.45203,-1.52268,12.30205,353.16869,-7.10999
-0.34591,2.20013,-0.10041,2.22716,0.29664,0,7.85409,2.20013,-0.12121,8.15733,15.64892,-0.85138
0.14821,-0.16446,0.61513,0.22139,0.46131,0,8.34821,-0.16446,0.59433,8.37096,358.87144,4.07139
-2.07937,-0.47355,0.84515,2.13261,0.49883,0,6.12063,-0.47355,0.82435,6.19402,355.57586,7.64805
0.70917,-0.49913,0.25307,0.86721,0.41733,0,8.90917,-0.49913,0.23227,8.92616,356.79341,1.49104
0.02540,0.01607,0.97279,0.03006,0.47391,0,8.22540,0.01607,0.95199,8.28032,0.11197,6.60191
0.39701,-0.24590,0.05664,0.46700,0.57957,0,8.59701,-0.24590,0.03584,8.60061,358.36165,0.23876
-1.65610,1.75810,0.80546,2.41528,0.33678,0,6.54390,1.75810,0.78466,6.82124,15.03812,6.60542
2.13415,0.06655,0.04721,2.13519,0.27543,0,10.33415,0.06655,0.02641,10.33440,0.36896,0.14642
-0.30152,0.55197,-0.02242,0.62896,0.37516,0,7.89848,0.55197,-0.04322,7.91786,3.99751,-0.31274
1.91889,1.32700,0.11104,2.33304,0.36502,0,10.11889,1.32700,0.09024,10.20593,7.47120,0.50660
-0.26897,1.97702,0.65572,1.99523,0.38445,0,7.93103,1.97702,0.63492,8.19835,13.99720,4.44168
-1.71520,-0.35205,0.34408,1.75096,0.38713,0,6.48480,-0.35205,0.32328,6.50239,356.89258,2.84971
-0.70676,-0.55962,0.05155,0.90149,0.48076,0,7.49324,-0.55962,0.03075,7.51417,355.72890,0.23445
0.18561,-0.46608,-0.01768,0.50168,0.57557,0,8.38561,-0.46608,-0.03848,8.39864,356.81872,-0.26254
-0.62555,-0.81745,0.15872,1.02934,0.39384,0,7.57445,-0.81745,0.13792,7.61968,353.84037,1.03717
8.46743,-1.33816,-1.02273,8.57251,0.00899,0,16.66743,-1.33816,-1.04353,16.75359,355.40979,-3.57110
-0.94334,0.50031,0.19652,1.06781,0.35600,0,7.25666,0.50031,0.17572,7.27600,3.94405,1.38385
-1.54693,-0.46236,-0.11522,1.61455,0.29822,0,6.65307,-0.46236,-0.13602,6.67051,356.02455,-1.16843
2.12663,-1.51709,-0.17352,2.61231,0.34479,0,10.32663,-1.51709,-0.19432,10.43929,351.64242,-1.06660
-0.35434,-0.17173,0.57138,0.39376,0.53708,0,7.84566,-0.17173,0.55058,7.86683,358.74609,4.01329
-0.07192,0.02350,-1.40429,0.07566,0.48088,0,8.12808,0.02350,-1.42509,8.25210,0.16562,-9.94452
-0.26071,1.40733,-0.73412,1.43127,0.34039,0,7.93929,1.40733,-0.75492,8.09832,10.05192,-5.34881
-3.78638,-1.38184,-0.18259,4.03065,0.18043,1,4.41362,-1.38184,-0.20339,4.62935,342.61544,-2.51809
-3.64984,-6.52515,-0.05425,7.47656,0.09777,0,4.55016,-6.52515,-0.07505,7.95533,304.88911,-0.54056
0.02731,0.00803,0.39778,0.02847,0.36138,0,8.22731,0.00803,0.37698,8.23595,0.05590,2.62350
2.77962,-0.76820,0.49138,2.88382,0.34138,0,10.97962,-0.76820,0.47058,11.01652,355.99775,2.44816
0.09652,2.00598,0.40635,2.00830,0.26585,0,8.29652,2.00598,0.38555,8.54429,13.59245,2.58628
-0.16943,0.56972,0.37837,0.59438,0.49415,0,8.03057,0.56972,0.35757,8.05869,4.05797,2.54312
-1.13220,2.38468,-0.77703,2.63981,0.16134,0,7.06780,2.38468,-0.79783,7.50180,18.64445,-6.10505
-0.16696,1.27109,-0.43499,1.28201,0.36893,0,8.03304,1.27109,-0.45579,8.14575,8.99155,-3.20761
-3.71861,-5.69137,-0.22464,6.79851,0.03908,0,4.48139,-5.69137,-0.24544,7.24809,308.21691,-1.94057
1.22651,-1.58638,-0.79696,2.00523,0.23615,0,9.42651,-1.58638,-0.81776,9.59398,350.44723,-4.88965
-0.08643,0.57807,0.55999,0.58450,0.41193,0,8.11357,0.57807,0.53919,8.15199,4.07530,3.79246
-2.76392,0.21791,0.00820,2.77249,0.25440,0,5.43608,0.21791,-0.01260,5.44046,2.29553,-0.13271
0.14082,0.02159,1.03890,0.14247,0.36704,0,8.34082,0.02159,1.01810,8.40276,0.14828,6.95924
0.57256,0.11094,0.28580,0.58321,0.39633,0,8.77256,0.11094,0.26500,8.77726,0.72451,1.73012
0.07143,-0.02079,-1.62770,0.07440,0.47056,0,8.27143,-0.02079,-1.64850,8.43413,359.85600,-11.27138
2.93610,-1.16121,1.62455,3.15738,0.26986,0,11.13610,-1.16121,1.60375,11.31075,354.04705,8.15142
0.08226,0.18038,-0.51185,0.19826,0.48383,0,8.28226,0.18038,-0.53265,8.30133,1.24768,-3.67885
-4.08567,-1.44197,-0.05806,4.33266,0.23809,0,4.11433,-1.44197,-0.07886,4.36042,340.68569,-1.03627
0.04636,0.02917,-0.11818,0.05477,0.39059,0,8.24636,0.02917,-0.13898,8.24758,0.20268,-0.96552
0.93729,-0.48807,-0.26345,1.05675,0.43616,0,9.13729,-0.48807,-0.28425,9.15473,356.94246,-1.77930
0.02794,-0.05439,0.61729,0.06114,0.41357,0,8.22794,-0.05439,0.59649,8.24971,359.62129,4.14637
3.14883,-0.19813,-0.26468,3.15506,0.29630,0,11.34883,-0.19813,-0.28548,11.35415,358.99980,-1.44075
0.23452,2.48799,-0.00422,2.49902,0.26420,0,8.43452,2.48799,-0.02502,8.79385,16.43485,-0.16300
-2.32714,3.61437,0.41607,4.29875,0.11904,0,5.87286,3.61437,0.39527,6.90727,31.60963,3.28051
-1.04252,0.24249,0.70860,1.07035,0.35047,0,7.15748,0.24249,0.68780,7.19454,1.94042,5.48590
1.12372,0.89025,-0.38215,1.43363,0.42446,0,9.32372,0.89025,-0.40295,9.37479,5.45418,-2.46346
0.39219,-0.18455,0.61522,0.43344,0.55352,1,8.59219,-0.18455,0.59442,8.61470,358.76956,3.95661
0.57348,0.27094,0.03016,0.63426,0.32685,0,8.77348,0.27094,0.00936,8.77767,1.76884,0.06109
-2.21812,5.47007,-0.47934,5.90268,0.19277,0,5.98188,5.47007,-0.50014,8.12125,42.44102,-3.53071
-1.34046,-0.47151,0.08206,1.42097,0.47629,0,6.85954,-0.47151,0.06126,6.87600,356.06784,0.51048
-0.15359,0.19711,-0.41199,0.24989,0.21039,0,8.04641,0.19711,-0.43279,8.06045,1.40329,-3.07785
0.14592,-0.30821,0.23831,0.34101,0.45173,0,8.34592,-0.30821,0.21751,8.35444,357.88507,1.49189
0.59627,-0.71594,-0.49457,0.93172,0.46284,0,8.79627,-0.71594,-0.51537,8.84039,355.34688,-3.34209
0.05574,0.36573,-0.07765,0.36996,0.47213,0,8.25574,0.36573,-0.09845,8.26443,2.53657,-0.68253
-1.73125,3.65332,-0.03217,4.04276,0.19512,0,6.46875,3.65332,-0.05297,7.42929,29.45619,-0.40855
0.22494,-0.88241,0.95917,0.91063,0.52204,0,8.42494,-0.88241,0.93837,8.52284,354.02079,6.32111
1.50616,-0.12758,-0.23092,1.51155,0.37200,0,9.70616,-0.12758,-0.25172,9.71026,359.24692,-1.48547
-5.43912,3.27595,-0.15214,6.34948,0.11682,0,2.76088,3.27595,-0.17294,4.28768,49.87675,-2.31157
0.10091,-0.28312,0.06615,0.30057,0.43255,0,8.30091,-0.28312,0.04535,8.30586,358.04655,0.31284
0.52756,-0.37001,0.39061,0.64438,0.48156,0,8.72756,-0.37001,0.36981,8.74322,357.57238,2.42413
1.75564,2.96992,-0.37404,3.45003,0.14832,0,9.95564,2.96992,-0.39484,10.39668,16.61066,-2.17649
-0.37173,-5.50073,0.28802,5.51328,0.12225,0,7.82827,-5.50073,0.26722,9.57138,324.90523,1.59983
0.44686,-0.95726,0.04637,1.05642,0.36764,0,8.64686,-0.95726,0.02557,8.69973,353.68274,0.16842
2.62226,-0.36327,0.18892,2.64731,0.23403,0,10.82226,-0.36327,0.16812,10.82966,358.07750,0.88948
1.42683,3.43116,0.45890,3.71600,0.25318,0,9.62683,3.43116,0.43810,10.22940,19.61691,2.45458
0.63911,-0.27501,-0.27328,0.69577,0.39746,0,8.83911,-0.27501,-0.29408,8.84828,358.21795,-1.90465
-4.24104,0.01881,-0.39278,4.24108,0.31421,0,3.95896,0.01881,-0.41358,3.98055,0.27229,-5.96380
0.18691,-0.37867,0.31173,0.42228,0.37902,0,8.38691,-0.37867,0.29093,8.40050,357.41487,1.98469
0.48053,-0.28295,-0.68293,0.55765,0.41624,0,8.68053,-0.28295,-0.70373,8.71360,358.13307,-4.63238
5.88886,-2.06557,0.48351,6.24061,0.14495,0,14.08886,-2.06557,0.46271,14.24699,351.65926,1.86118
-4.05691,-4.79712,0.19430,6.28259,0.21277,0,4.14309,-4.79712,0.17350,6.34095,310.81589,1.56794
0.11602,-1.38862,1.01566,1.39346,0.30621,0,8.31602,-1.38862,0.99486,8.48965,350.52011,6.72965
1.57097,-0.86279,-0.14387,1.79231,0.46765,0,9.77097,-0.86279,-0.16467,9.81037,354.95377,-0.96178
-0.74384,0.71476,0.68013,1.03159,0.51012,0,7.45616,0.71476,0.65933,7.51930,5.47573,5.03043
-0.36956,-0.50451,1.48620,0.62538,0.40473,0,7.83044,-0.50451,1.46540,7.98234,356.31360,10.57840
0.31845,0.26729,-0.17039,0.41576,0.55619,0,8.51845,0.26729,-0.19119,8.52479,1.79721,-1.28510
-0.36717,2.55691,1.21780,2.58313,0.32002,0,7.83283,2.55691,1.19700,8.32609,18.07847,8.26575
6.61245,0.95346,0.36737,6.68084,0.07017,0,14.81245,0.95346,0.34657,14.84715,3.68299,1.33755
0.57556,-0.26500,-0.45570,0.63363,0.55108,0,8.77556,-0.26500,-0.47650,8.79248,358.27036,-3.10660
0.58905,-3.76250,-1.10405,3.80833,0.32850,0,8.78905,-3.76250,-1.12485,9.62648,336.82475,-6.71030
0.63336,0.58723,-0.26931,0.86370,0.42095,0,8.83336,0.58723,-0.29011,8.85761,3.80334,-1.87691
-0.00224,-0.00602,0.00217,0.00642,0.35994,0,8.19776,-0.00602,-0.01863,8.19778,359.95793,-0.13022
0.05701,0.17317,-1.29689,0.18231,0.51453,0,8.25701,0.17317,-1.31769,8.36328,1.20143,-9.06513
0.00587,1.14949,-0.11105,1.14951,0.40519,0,8.20587,1.14949,-0.13185,8.28704,7.97422,-0.91162
-0.26159,0.51554,-0.03081,0.57811,0.36730,0,7.93841,0.51554,-0.05161,7.95530,3.71569,-0.37174
2.68499,2.09069,-0.55881,3.40296,0.36414,0,10.88499,2.09069,-0.57961,11.09910,10.87242,-2.99341
0.11239,1.13210,0.09305,1.13766,0.21005,0,8.31239,1.13210,0.07225,8.38944,7.75563,0.49342
0.27644,-0.18784,-0.27298,0.33422,0.46098,0,8.47644,-0.18784,-0.29378,8.48361,358.73051,-1.98447
1.38356,1.03742,-0.30802,1.72930,0.32437,0,9.58356,1.03742,-0.32882,9.64515,6.17822,-1.95368
-0.55498,-1.36918,0.19344,1.47738,0.35202,0,7.64502,-1.36918,0.17264,7.76857,349.84630,1.27337
-3.14261,1.13219,-0.33760,3.34033,0.23363,0,5.05739,1.13219,-0.35840,5.19495,12.61861,-3.95603
-0.34797,0.44955,0.48752,0.56849,0.43386,0,7.85203,0.44955,0.46672,7.87872,3.27680,3.39611
2.26872,0.77607,0.43001,2.39778,0.18755,0,10.46872,0.77607,0.40921,10.50542,4.23970,2.23238
1.60422,0.91554,0.17727,1.84709,0.30261,1,9.80422,0.91554,0.15647,9.84812,5.33496,0.91035
-0.34949,-0.45242,-0.36126,0.57169,0.33446,0,7.85051,-0.45242,-0.38206,7.87282,356.70171,-2.78158
-0.23194,1.61852,0.42223,1.63506,0.34744,0,7.96806,1.61852,0.40143,8.14069,11.48207,2.82647
0.42968,-0.83184,0.21025,0.93626,0.37323,0,8.62968,-0.83184,0.18945,8.67175,354.49411,1.25182
-0.43621,0.12920,0.42664,0.45494,0.45360,0,7.76379,0.12920,0.40584,7.77546,0.95336,2.99190
0.02992,-0.17970,0.20813,0.18217,0.27821,0,8.22992,-0.17970,0.18733,8.23402,358.74917,1.30365
0.03897,-0.06796,0.74684,0.07834,0.39302,0,8.23897,-0.06796,0.72604,8.27118,359.52737,5.03587
0.85971,0.25604,0.50414,0.89703,0.45440,0,9.05971,0.25604,0.48334,9.07621,1.61881,3.05262
-0.17026,-1.18241,0.64246,1.19460,0.28537,0,8.02974,-1.18241,0.62166,8.14010,351.62321,4.37992
0.21365,-0.00102,0.05335,0.21366,0.54131,0,8.41365,-0.00102,0.03255,8.41372,359.99307,0.22167
-6.48412,3.50817,0.17099,7.37231,0.10708,0,1.71588,3.50817,0.15019,3.90820,63.93625,2.20244
2.33794,-2.65446,0.39102,3.53725,0.21219,0,10.53794,-2.65446,0.37022,10.87343,345.86160,1.95118
2.79958,1.32891,0.81235,3.09897,0.21049,0,10.99958,1.32891,0.79155,11.10780,6.88877,4.08641
-0.50002,0.60772,-0.35444,0.78698,0.38990,0,7.69998,0.60772,-0.37524,7.73304,4.51268,-2.78131
0.00573,1.52467,-0.45611,1.52468,0.36711,0,8.20573,1.52467,-0.47691,8.35979,10.52581,-3.27040
-2.67850,-1.15710,-0.10930,2.91775,0.27251,1,5.52150,-1.15710,-0.13010,5.64294,348.16419,-1.32112
-1.87366,-1.07171,1.33616,2.15851,0.34040,0,6.32634,-1.07171,1.31536,6.54991,350.38513,11.58495
-5.94768,7.21281,-0.63150,9.34877,-0.07252,1,2.25232,7.21281,-0.65230,7.58440,72.65816,-4.93387
0.63309,-0.75383,-0.32454,0.98442,0.52314,0,8.83309,-0.75383,-0.34534,8.87193,355.12208,-2.23079
-0.01398,0.49490,0.04385,0.49510,0.51160,0,8.18602,0.49490,0.02305,8.20100,3.45971,0.16102
-10.19004,4.71499,1.27184,11.22800,-0.17477,0,-1.99004,4.71499,1.25104,5.26845,112.88298,13.73661
-0.49077,6.41838,-0.66710,6.43711,0.17413,0,7.70923,6.41838,-0.68790,10.05490,39.77932,-3.92294
0.14705,-0.23142,-0.50549,0.27419,0.41465,0,8.34705,-0.23142,-0.52629,8.36683,358.41188,-3.60641
-0.89247,0.92307,0.59630,1.28396,0.43852,0,7.30753,0.92307,0.57550,7.38805,7.19932,4.46763
0.70518,-2.33781,0.13630,2.44185,0.32150,0,8.90518,-2.33781,0.11550,9.20765,345.29051,0.71875
1.16402,-0.52066,0.68265,1.27516,0.51058,0,9.36402,-0.52066,0.66185,9.40181,356.81752,4.03671
-1.28953,0.57008,0.49242,1.40993,0.23950,0,6.91047,0.57008,0.47162,6.94996,4.71595,3.89107
0.39114,0.35243,0.21843,0.52650,0.54413,0,8.59114,0.35243,0.19763,8.60064,2.34910,1.31668
-2.08027,0.77207,0.18934,2.21892,0.37052,0,6.11973,0.77207,0.16854,6.17054,7.19045,1.56513
-0.86867,-1.78495,0.91672,1.98510,0.33378,0,7.33133,-1.78495,0.89592,7.59849,346.31651,6.77136
-0.65944,-0.27629,-1.01178,0.71498,0.34893,0,7.54056,-0.27629,-1.03258,7.61594,357.90157,-7.79221
0.53418,-0.11530,0.65670,0.54648,0.23789,0,8.73418,-0.11530,0.63590,8.75805,359.24369,4.16379
0.04028,0.82215,-0.02710,0.82313,0.47979,0,8.24028,0.82215,-0.04790,8.28133,5.69764,-0.33142
-0.00073,-0.02288,0.19845,0.02289,0.44116,0,8.19927,-0.02288,0.17765,8.20122,359.84010,1.24121
1.09421,0.89273,0.78554,1.41219,0.33196,0,9.29421,0.89273,0.76474,9.36825,5.48657,4.68231
-3.25891,2.48459,-0.03530,4.09801,0.18138,0,4.94109,2.48459,-0.05610,5.53089,26.69518,-0.58114
1.11454,-0.52723,0.35301,1.23295,0.40120,0,9.31454,-0.52723,0.33221,9.33537,356.76037,2.03934
0.10641,0.67775,-0.22642,0.68606,0.43220,0,8.30641,0.67775,-0.24722,8.33768,4.66466,-1.69915
1.07698,2.10511,1.66609,2.36461,0.36145,0,9.27698,2.10511,1.64529,9.65406,12.78493,9.81252
-1.37428,-1.97481,-0.46972,2.40593,0.39014,0,6.82572,-1.97481,-0.49052,7.12257,343.86388,-3.94903
-1.59788,3.97847,0.23938,4.28736,0.19770,0,6.60212,3.97847,0.21858,7.71129,31.07336,1.62431
-2.33403,-0.20159,-1.14712,2.34272,0.43689,0,5.86597,-0.20159,-1.16792,5.98450,358.03174,-11.25389
-0.03821,0.01838,-0.60604,0.04240,0.47156,0,8.16179,0.01838,-0.62684,8.18585,0.12905,-4.39176
-0.07167,0.40753,-0.19081,0.41379,0.59871,0,8.12833,0.40753,-0.21161,8.14129,2.87024,-1.48938
-1.45213,-0.52365,-0.34596,1.54366,0.28678,0,6.74787,-0.52365,-0.36676,6.77809,355.56263,-3.10179
-3.00154,-0.22271,0.00330,3.00980,0.21200,0,5.19846,-0.22271,-0.01750,5.20325,357.54685,-0.19274
0.08658,-0.19764,-0.11815,0.21577,0.43188,0,8.28658,-0.19764,-0.13895,8.29010,358.63375,-0.96035
0.73160,-0.53164,0.55390,0.90437,0.28775,0,8.93160,-0.53164,0.53310,8.96328,356.59355,3.40977
1.89633,-6.94879,-2.68855,7.20290,0.08981,0,10.09633,-6.94879,-2.70935,12.55238,325.46234,-12.46500
-0.02828,0.73517,-0.53893,0.73572,0.53819,0,8.17172,0.73517,-0.55973,8.22379,5.14080,-3.90267
-4.67801,2.32459,0.27958,5.22375,0.10269,0,3.52199,2.32459,0.25878,4.22789,33.42570,3.50912
0.19681,-0.00509,-2.71019,0.19687,0.50622,0,8.39681,-0.00509,-2.73099,8.82976,359.96524,-18.01670
-1.96542,-0.81452,0.66891,2.12752,0.21652,0,6.23458,-0.81452,0.64811,6.32087,352.55673,5.88517
-0.35917,-1.55023,0.17842,1.59129,0.37907,0,7.84083,-1.55023,0.15762,7.99417,348.81615,1.12976
-0.44527,-0.67787,0.12527,0.81103,0.41038,1,7.75473,-0.67787,0.10447,7.78501,355.00428,0.76892
0.43664,-0.11274,-0.29044,0.45096,0.49293,0,8.63664,-0.11274,-0.31124,8.64298,359.25211,-2.06374
1.30519,0.48677,0.57240,1.39301,0.44048,0,9.50519,0.48677,0.55160,9.53362,2.93163,3.31689
0.10184,-0.24929,0.59214,0.26929,0.57254,0,8.30184,-0.24929,0.57134,8.32521,358.28000,3.93514
-1.66172,2.71206,-0.20668,3.18066,0.35200,0,6.53828,2.71206,-0.22748,7.08209,22.52854,-1.84064
0.78215,-0.93617,0.43795,1.21990,0.42034,0,8.98215,-0.93617,0.41715,9.04043,354.04981,2.64473
-1.80726,0.45311,0.20257,1.86319,0.40779,0,6.39274,0.45311,0.18177,6.41136,4.05426,1.62466
-0.55417,-0.39392,0.10607,0.67991,0.49418,0,7.64583,-0.39392,0.08527,7.65645,357.05068,0.63815
0.16839,0.37039,1.14236,0.40687,0.38646,0,8.36839,0.37039,1.12156,8.45133,2.53432,7.62609
3.21063,-2.08001,-0.26092,3.82552,0.25297,0,11.41063,-2.08001,-0.28172,11.60208,349.66915,-1.39137
2.21785,-4.34310,-0.42328,4.87661,0.12337,0,10.41785,-4.34310,-0.44408,11.29563,337.36924,-2.25315
-0.22575,0.26723,-0.11776,0.34982,0.48599,0,7.97425,0.26723,-0.13856,7.97993,1.91935,-0.99488
0.33017,0.31294,0.57765,0.45491,0.52590,0,8.53017,0.31294,0.55685,8.55405,2.10103,3.73245
0.04230,-0.02626,0.11706,0.04979,0.48216,0,8.24230,-0.02626,0.09626,8.24291,359.81743,0.66910
-1.08240,-0.81208,0.93988,1.35317,0.35056,0,7.11760,-0.81208,0.91908,7.22250,353.49099,7.31088
-0.44326,1.58849,1.21280,1.64918,0.28324,0,7.75674,1.58849,1.19200,8.00695,11.57352,8.56146
2.16669,0.64602,-0.01325,2.26095,0.39661,0,10.36669,0.64602,-0.03405,10.38685,3.56591,-0.18784
-0.18505,-0.49778,-0.14844,0.53106,0.38357,0,8.01495,-0.49778,-0.16924,8.03218,356.44612,-1.20730
-0.74347,6.98025,-0.00278,7.01974,0.06358,0,7.45653,6.98025,-0.02358,10.21393,43.11046,-0.13227
-0.56238,-0.53557,0.36726,0.77660,0.50238,0,7.63762,-0.53557,0.34646,7.66421,355.98886,2.59091
-0.26346,-2.46632,0.31759,2.48035,0.25953,0,7.93654,-2.46632,0.29679,8.31622,342.73711,2.04520
-0.26603,0.45216,0.33745,0.52462,0.40265,0,7.93397,0.45216,0.31665,7.95315,3.26180,2.28178
0.05786,-0.65260,-0.35967,0.65516,0.37929,0,8.25786,-0.65260,-0.38047,8.29234,355.48146,-2.62977
-0.07344,0.80735,0.17027,0.81069,0.52903,0,8.12656,0.80735,0.14947,8.16794,5.67358,1.04855
-0.11489,0.09178,-0.22185,0.14704,0.36768,0,8.08511,0.09178,-0.24265,8.08928,0.65035,-1.71891
0.09180,1.73910,0.04641,1.74152,0.40693,0,8.29180,1.73910,0.02561,8.47226,11.84537,0.17317
-2.04880,-3.07671,-0.51988,3.69645,0.25379,0,6.15120,-3.07671,-0.54068,6.89896,333.42669,-4.49491
-2.85846,-4.93943,-0.20678,5.70690,0.22582,0,5.34154,-4.93943,-0.22758,7.27887,317.23982,-1.79173
1.01285,1.18360,1.08492,1.55781,0.32274,0,9.21285,1.18360,1.06412,9.34933,7.32083,6.53546
0.03760,1.41892,0.44941,1.41942,0.40792,0,8.23760,1.41892,0.42861,8.36990,9.77328,2.93530
0.00079,0.00379,0.17881,0.00388,0.35961,0,8.20079,0.00379,0.15801,8.20232,0.02651,1.10382
-0.34537,2.47642,-0.50633,2.50039,0.22936,0,7.85463,2.47642,-0.52713,8.25262,17.49913,-3.66219
-2.81765,0.83846,-2.71196,2.93976,0.17241,0,5.38235,0.83846,-2.73276,6.09431,8.85438,-26.64182
1.21935,0.14502,-0.44608,1.22794,0.35105,0,9.41935,0.14502,-0.46688,9.43203,0.88207,-2.83728
0.01568,-0.00065,0.11119,0.01569,0.40446,0,8.21568,-0.00065,0.09039,8.21617,359.99550,0.63036
